Title,Address,Link
Champney's West Heritage Group Inc.,"PORT REXTON, Newfoundland & Labrador A0C 2H0 Canada",http://champneysisland.net/
Chancery | Ottawa-Cornwall Archdiocese,"1247 PLACE KILBORNOTTAWA, Ontario K1H 6K9 Canada",https://catholicottawa.ca/chancery
Chantier de Gédéon (Site historique T.E. Draper),"11, RUE TE-DRAPERLAVERLOCHÈRE ANGLIERS, Quebec J0Z 1A0 Canada",https://www.tedraper.ca/
"Chapel Gallery, The","891 99TH STREETNORTH BATTLEFORD, Saskatchewan S9A 2Y6 Canada",http://www.chapelgallery.ca/
Chapel Hill Museum and Observation Tower (Chapel Hill Historical Society),"5492 HIGHWAY 3SHAG HARBOUR, Nova Scotia B0W 3B0 Canada",https://www.novascotia.com/see-do/attractions/chapel-hill-museum-and-observation-tower/1507
Chapelle des Cuthbert de Berthier,"461 RUE DE BIENVILLEBERTHIERVILLE, Quebec J0K 1A0 Canada",https://www.chapelledescuthbert.com/
Chapelle du Séminaire de Saint-Hyacinthe,"650 RUE GIROUARD ESTSAINT-HYACINTHE, Quebec J2S 2Y2 Canada",http://www.bibssh.qc.ca/en/bssh_en.htm
Chapelle historique du Bon-Pasteur,"100, RUE SHERBROOKE ESTMONTRÉAL, Quebec H2X 1C3 Canada",https://www.accesculture.com/emplacement/Chapelle_historique_du_Bon_Pasteur
Chapleau Centennial Museum,"94 MONK STREETCHAPLEAU, Ontario P0M 1K0 Canada",http://www.chapleau.ca/en/visit/museumsteamengine.asp
Charles Macdonald Concrete House Museum,"19 SAXON STREETCENTREVILLE, Nova Scotia B0P 1J0 Canada",https://www.concretehouse.ca/
Charlotte County Archives,"123 FREDERICK STREETST. ANDREWS, New Brunswick E0G 2X0 Canada",http://www.ccarchives.ca/
Charlotte County Museum,"443 MILLTOWN BOULEVARDST. STEPHEN, New Brunswick E3L 1J9 Canada",https://charlottecountymus.wixsite.com/website?fbclid=IwAR2CGv2UZr1sf_y2kThtJduLlHwS9bKuTzLnzNnH5TWTjWUeWQZygPjzVoY
Chase & District Museum & Archives Society,"1042 SHUSWAP AVENUECHASE, British Columbia V0E 1M0 Canada",https://www.chasemuseum.com/
Chatham-Kent Municipal Museums,"75 WILLIAM STREET NORTHCHATHAM, Ontario N7M 4L4 Canada",https://www.chatham-kent.ca/tourism-culture/chatham-kent-museum
Chauvin Trading Post,"157 RUE DU BORD-DE-L'EAUTADOUSSAC, Quebec G0T 2A0 Canada",https://tadoussac.com/fr/activites-et-attraits/musees-et-centres-d-interpretation
Chemainus Valley Museum,"9799 WATERWHEEL CRESCENTCHEMAINUS, British Columbia V0R 1K0 Canada",https://chemainusvalleymuseum.ca/
Chestico Museum and Historical Society,"8095 ROUTE 19 HARBOURVIEWPORT HOOD, Nova Scotia B0E 2W0 Canada",https://chesticoplace.com/museum
Chiefswood National Historic Site,"1037 HIGHWAY 54 AND CHIEFSWOOD ROADOHSWEKEN, Ontario N0A 1M0 Canada",http://chiefswoodnhs.ca/
Chilliwack Museum & Archives,"45820 SPADINA AVENUECHILLIWACK, British Columbia V2P 1T3 Canada",https://www.chilliwackmuseum.ca/
Chimczuk Museum | Windsor's Community Museum,"401 RIVERSIDE DRIVE WESTWINDSOR, Ontario N9A 5L5 Canada",https://www.citywindsor.ca/residents/Culture/Windsors-Community-Museum/Pages/Chimczuk-Museum.aspx
Chinese Canadian Military Museum,"555 COLUMBIA STREETVANCOUVER, British Columbia V6A 4H5 Canada",https://www.ccmms.ca/
Chippewas of Rama First Nation| Culture and Research Department,"6145 RAMA ROADRAMA, Ontario L3V 6H6 Canada",http://www.ramafirstnation.ca/culture/Pages/default.aspx
Choco-musée Erico,"634, RUE SAINT-JEANQUÉBEC, Quebec G1R 1P8 Canada",https://www.ericochocolatier.com/musee-du-chocolat-quebec
Christ Church Community Museum,"62 QUEEN STREETLAKEFIELD, Ontario K0L 2H0 Canada",https://thekawarthas.ca/what-to-do/christ-church-community-museum/
Church Lad's Brigade Archives and Museum,"CLB ARMOURY, 72 HARVEY ROADST. JOHN'S, Newfoundland & Labrador A1N 2C1 Canada",http://ngb.chebucto.org/Research/clb.shtml
Churchill House and Marine Memorial Room,"30 WILLIAM STREETHANTSPORTS, Nova Scotia B0P 1P0 Canada",https://enacademic.com/dic.nsf/enwiki/11543881
CIAC - Centre international d'art contemporain de Montréal,"CP 42105 BP ROYMONTRÉAL, Quebec H2W 2T3 Canada",http://ciac.ca/
Cinémathèque québécoise,"335, BOULEVARD DE MAISONNEUVE ESTMONTRÉAL, Quebec H2X 1K1 Canada",https://www.cinematheque.qc.ca/en
Cité de l'énergie,"1000 AVENUE MELVILLE, CP 156SHAWINIGAN, Quebec G9N 6T9 Canada",https://www.citedelenergie.com/
"Cité de l'Or, La","90 AVENUE PERRAULT (CP 212)VAL-D'OR, Quebec J9P 4P3 Canada",http://www.citedelor.com/fr/index.cfm
City of Edmonton Archives,"10440 108 AVENUEEDMONTON, Alberta T5H 3Z9 Canada",https://www.edmonton.ca/city_government/edmonton_archives/city-of-edmonton-archives.aspx
City of Greater Sudbury Archives,"5 LINDSLEY STREETFALCONBRIDGE, Ontario P0M 1S0 Canada",https://www.greatersudbury.ca/play/arts-culture-and-heritage/archives/
City of Ottawa Archives (The Central Archives),"100 TALLWOOD DRIVEOTTAWA, Ontario K2G 4R7 Canada",https://ottawa.ca/en/arts-heritage-and-events/city-ottawa-archives
City of Richmond Archives,"7700 MINORU GATERICHMOND, British Columbia V6Y 1R9 Canada",https://www.richmond.ca/cityhall/archives/search-archives.htm
City of Toronto Archives,"255 SPADINA ROADTORONTO, Ontario M5R 2V3 Canada",https://www.toronto.ca/city-government/accountability-operations-customer-service/access-city-information-or-records/city-of-toronto-archives/
City of Toronto Museums & Heritage Services,"55 JOHN STREET, 8TH FLOORTORONTO, Ontario M5V 3C6 Canada",https://www.toronto.ca/explore-enjoy/history-art-culture/museums/
City of Vancouver Archives,"1150 CHESTNUT STREETVANCOUVER, British Columbia V6J 3J9 Canada",https://vancouver.ca/your-government/city-of-vancouver-archives.aspx
City of Victoria Archives,"8 CENNTENNIAL SQUAREVICTORIA, British Columbia V8W 1P6 Canada",https://www.victoria.ca/EN/main/residents/archives.html
City of Winnipeg Museums Board,"WINNIPEG, Manitoba R3B 1B9 Canada",http://clkapps.winnipeg.ca/DMIS/ViewPdf.asp?SectionId=354719
Civic Mueum of Regina,"1231 BROAD STREETREGINA, Saskatchewan S4R 1Y2 Canada",https://www.civicmuseumofregina.com/
Clair Historic Site (Clair Historical Society),"724, RUE PRINCIPALECLAIR, New Brunswick E7A 2H4 Canada",https://tourismnewbrunswick.ca/listing/clair-historic-site-clair-historical-society
Clara Thomas Archives and Special Collections | York University Archives,"305 SCOTT LIBRARY, 4700 KEELE STREETTORONTO, Ontario M3J 1P3 Canada",https://www.library.yorku.ca/web/archives/
Clarenville Heritage Society,"7 STANLEYS CRESCENTCLARENVILLE, Newfoundland & Labrador A5A 1X6 Canada",http://www.clarenvilleheritage.ca/
Claresholm & District Museum,"5115 - 2ND STREET EASTCLARESHOLM, Alberta T0L 0T0 Canada",https://www.claresholmmuseum.com/
Clarington Museums and Archives,"62 TEMPERANCE STREETBOWMANVILLE, Ontario L1C 3A8 Canada",https://claringtonmuseums.com/
Claybank Brick Plant National Historic Site and Museum,"15 KM WEST OF AVONLEA ON HIGHWAY #339CLAYBANK, Saskatchewan S0H 0W0 Canada",https://claybankbrick.ca/
Clayton McLain Memorial Museum,"101 HILL STREETCUT KNIFE, Saskatchewan S0M 0N0 Canada",https://cmmmcutknife.ca/
Climax Community Museum,"2ND AVENUE EASTCLIMAX, Saskatchewan S0N 0N0 Canada",https://www.tourismsaskatchewan.com/listings/785/climax-community-museum-inc
Clinton Museum,"1419 CARIBOO HIGHWAYCLINTON, British Columbia V0K 1K0 Canada",https://www.clintonmuseumbc.org/
Coastal Discovery Centre (Main-A-Dieu Community Development Association),"2886 LOUISBOURG MAIN-A-DIEU ROADMAIN-A-DIEU, Nova Scotia B1C 1X5 Canada",https://www.coastaldiscoverycentre.ca/
Coaticook Historical Society,"34 , RUE MAIN ESTCOATICOOK, Quebec J1A 1N2 Canada",http://societehistoirecoaticook.ca/
Cobalt Mining Museum,"24 SILVER STREETCOBALT, Ontario P0J 1C0 Canada",https://cobalt.ca/visitors/museums/#tab-1415899045-1-30f7a1-8bcbe34f-0c90
Cochrane Ranche Historic Site,"20 BOW VALLEY TRAILCOCHRANE, Alberta T4C 2K8 Canada",https://www.cochrane-tourism.ca/adventure-directory/historic-cochrane-ranche-site/?utm_source=TravelAlberta-ATIS&utm_medium=TravelAlberta&utm_campaign=ATIS+-+Alberta+Tourism+Information+Service&utm_content=Listing%2f10821%2fen-CA
Colborne Lodge,"11 COLBORNE LODGE DRIVETORONTO, Ontario M5V 3C6 Canada",https://www.toronto.ca/explore-enjoy/history-art-culture/museums/colborne-lodge/
Colby-Curtis Museum & Stanstead Historical Society,"535 DUFFERINSTANSTEAD, Quebec J0B 3E0 Canada",https://colbycurtis.ca/fr/
Colchester Historeum (Colchester Historical Society),"29 YOUNG STREETTRURO, Nova Scotia B2N 3W3 Canada",https://colchesterhistoreum.ca/
Cold Lake Air Force Museum,"3699 69TH AVENUECOLD LAKE, Alberta T9M 2C6 Canada",https://www.coldlakemuseums.org/about/air-force-museum/
Coldwater Canadiana Heritage Museum,"1474 WOODROW ROADCOLDWATER, Ontario L0K 1E0 Canada",http://www.coldwatermuseum.com/
Coldwater Mill Heritage Foundation,"1 MILL STREETCOLDWATER, Ontario L0K 1E0 Canada",https://coldwatermill.com/
Cole Harbour Heritage Farm Museum (Cole Harbour Rural Heritage Society),"471 POPLAR DRIVEDARTMOUTH, Nova Scotia B2W 4L2 Canada",https://coleharbourfarmmuseum.ca/
Collection entomologique Ouellet-Robert,"UNIVERSITÉ DE MONTRÉAL CENTRE SUR LA BIODIVERSITÉ, 4101 RUE SHERBROOKE ESTMONTRÉAL, Quebec H1X 2B2 Canada",http://www.irbv.umontreal.ca/recherche/collections/ouellet-robert?lang=en
Collection patrimoniale de la Sûreté du Québec,"1701 PARTHENAISMONTRÉAL, Quebec H2K 3S7 Canada",https://www.patrimoine.sq.gouv.qc.ca/Collection/
Collection St-Amour,"305, RUE PRINCIPALEUPTON, Quebec J0H 2E0 Canada",https://www.collectionstamour.com/
Collections and Conservation Centre (Museum & Heritage Services),"98 ATLANTIC AVENUETORONTO, Ontario M6K 1X9 Canada",https://www.toronto.ca/wp-content/uploads/2017/12/8d67-economic_development_culture.pdf
College & Association of Registered Nurses of Alberta Museum and Archives,"11620 168 STREETEDMONTON, Alberta T5M 4A6 Canada",https://albertaonrecord.ca/college-association-of-registered-nurses-of-alberta-museum-and-archives
"Collingwood Museum, The","45 ST PAUL STREETCOLLINGWOOD, Ontario L9Y 3P1 Canada",https://www.collingwood.ca/culture-recreation-events/heritage-museum/collingwood-museum
Colony of Avalon Foundation,"1 THE POOL ROADFERRYLAND, Newfoundland & Labrador A0A 2H0 Canada",http://colonyofavalon.ca/
Columbia Basin Institute of Regional History,"105-105 9TH AVENUE SOUTHCRANBROOK, British Columbia V1C 2M1 Canada",https://basininstitute.org/home/index.html
Colville Lake Museum,"COLVILLE LAKECOLVILLE LAKE, Northwest Territories X0E 1L0 Canada",https://spectacularnwt.com/attraction/colville-lake-museum
Comber Museum,"10405 HIGHWAY 77COMBER, Ontario N0P 1J0 Canada",https://combermuseum.ca/
Commanda General Store Museum,"4077 HIGHWAY 522COMMANDA, Ontario P0H 1J0 Canada",http://www.commandamuseum.ca/
Commissariat House Provincial Historic Site,"11 KINGS BRIDGE ROADST. JOHN'S, Newfoundland & Labrador A1C 1S5 Canada",https://www.seethesites.ca/the-sites/the-commissariat.html
Commission des champs de bataille nationaux,"835 WILFRID-LAURIER AVENUEQUÉBEC, Quebec G1R 2L3 Canada",http://www.theplainsofabraham.ca/en/about-us/commission/
Commonwealth Air Training Plan Museum Inc.,"300 COMMONWEALTH WAYBRANDON, Manitoba R7A 5Y5 Canada",http://www.airmuseum.ca/
Commonwealth Association of Museums,"10023 93 STREETEDMONTON, Alberta T5H 1W6 Canada",http://commonwealtheducation.org/portfolio-items/commonwealth-association-of-museums-cam-2/
Community Arts Council of the Alberni Valley,"3061 8TH AVENUEPORT ALBERNI, British Columbia V9Y 2K5 Canada",https://www.alberniarts.com/
Community Museums Association of Prince Edward Island,"161 ST. PETERS ROADCHARLOTTETOWN, Prince Edward Island C1A 5P6 Canada",https://museumspei.ca/
Community Waterfront Heritage Centre,"1155 1ST AVENUE WESTOWEN SOUND, Ontario N4K 4K8 Canada",http://waterfrontheritage.ca/wordpress/
Comox Air Force Museum,"19 WING COMOXLAZO, British Columbia V0R 2K0 Canada",https://comoxairforcemuseum.ca/
Comox Archives & Museum Society,"1729 COMOX AVENUECOMOX, British Columbia V9M 3M2 Canada",http://comoxmuseum.ca/
Comox Valley Art Gallery,"100-580 DUNCAN AVENUECOURTENAY, British Columbia V9N 2M7 Canada",https://www.comoxvalleyartgallery.com/
Comox Valley Community Arts Council,"202-580 DUNCAN AVENUECOURTENAY, British Columbia V9N 2M7 Canada",https://www.comoxvalleyarts.com/
Conception Bay Museum,"1 WATER STREET WESTHARBOUR GRACE, Newfoundland & Labrador A0A 2M0 Canada",https://conceptionbaymuseum.com/
Concordia University Records Management and Archives,"1455 DE MAISONEUVE BOULEVARDMONTRÉAL, Quebec H3G 1M8 Canada",http://www.concordia.ca/offices/archives.html
Confederation Centre Art Gallery and Museum,"145 RICHMOND STREETCHARLOTTETOWN, Prince Edward Island C1A 1J1 Canada",https://confederationcentre.com/whats-on/categories/art-gallery/
Connexion Artist-Run Centre,"732 CHARLOTTE STREET, ROOM 133 (LEVEL 1)FREDERICTON, New Brunswick E3B 1M5 Canada",https://connexionarc.org/about/
Consul Museum,"BOX 144CONSUL, Saskatchewan S0N 0P0 Canada",https://consulmuseum.ca/
Contemporary Art Gallery,"555 NELSON STREETVANCOUVER, British Columbia V6B 6R5 Canada",https://www.contemporaryartgallery.ca/
Contemporary Calgary,"710 11 STREET SOUTHWESTCALGARY, Alberta T2P 1B4 Canada",https://www.contemporarycalgary.com/
Cook's Creek Heritage Museum,"68148 COOKS CREEK ROAD 30EDUGALD, Manitoba R0E 0K0 Canada",http://www.cchm.ca/
Copper Cliff Museum,"38 BALSAM STREETCOPPER CLIFF, Ontario P3A 3B7 Canada",http://www.sudburymuseums.ca/index.cfm?app=w_vmuseum&lang=en&currID=11146&parID=11134
Corner Brook Museum & Archives,"2 WEST STREETCORNER BROOK, Newfoundland & Labrador A2H 5J7 Canada",https://www.cornerbrookmuseum.ca/
Coronach District Museum,"240 1ST STREET WESTCORONACH, Saskatchewan S0H 0Z0 Canada",http://www.southcentralmuseums.ca/coronach.html
Corporation Archéo-08,"200 RUE LEBLANCROUYN-NORANDA, Quebec J0Z 1Y0 Canada",https://www.facebook.com/archeo08/
Corporation de la vieille fromagerie Perron de Saint-Prime,"148, AVENUE ALBERT-PERRONSAINT-PRIME, Quebec G8J 1L4 Canada",https://www.museecheddar.org/
Corporation du Centre Regional d'Archives de Lanaudière Inc.,"270, BOULEVARD DE L'ANGE-GARDIENL'ASSOMPTION, Quebec J5W 1R7 Canada",https://www.archives-lanaudiere.com/
Corporation Moulin Bernier,"100 RUE DU MOULINCOURCELLES, Quebec G0M 1C0 Canada",https://www.bonjourquebec.com/fr/fiche/quoi-faire/visites-et-patrimoine/musees-et-sites-historiques/moulin-bernier-80241972
Corporation touristique de la Seigneurie des Aulnaies,"525, ROUTE DE LA SEIGNEURIESAINT-ROCH DES AULNAIES, Quebec G0R 4E0 Canada",https://www.laseigneuriedesaulnaies.qc.ca/
Cortes Island Museum & Archives Society,"957 BEASLEY ROADMANSONS LANDING, British Columbia V0P 1K0 Canada",https://cortesmuseum.com/
Cosmodome,"2150 LAURENTIAN AUTOROUTELAVAL, Quebec H7T 2T8 Canada",https://cosmodome.org/
Cossit House Museum,"75 CHARLOTTE STREETSYDNEY, Nova Scotia B1P 1J5 Canada",https://cossithouse.novascotia.ca/
Costume Museum of Canada,"410-70 ARTHUR STREETWINNIPEG, Manitoba R3B 1G7 Canada",https://www.facebook.com/CostumeMuseumCa/
Cottonwood House Historic Site,"4460 BARKERVILLE HIGHWAYQUESNEL, British Columbia V2J 2R3 Canada",http://www.cottonwoodhouse.ca/
Council for Anglophone Magdalen Islanders,"789 CHEMIN PRINCIPALGROSSE-ÎLE, Quebec G4T 6B5 Canada",https://micami.ca/
Council of Nova Scotia Archives,"6016 UNIVERSITY AVENUEHALIFAX, Nova Scotia B3H 1W4 Canada",https://www.councilofnsarchives.ca/
Council of Yukon First Nations,"2166 2ND AVENUEWHITEHORSE, YK Y1A 4P1 Canada",https://cyfn.ca/
Country Craft Shoppe and Homestead Museum,"102 FIRST STREET WESTHODGEVILLE, Saskatchewan S0H 2B0 Canada",https://www.tourismsaskatchewan.com/listings/1115/country-craft-shoppe--homestead-museum
Country Heritage Park,"8560 TREMAINE ROADMILTON, Ontario L9T 2X3 Canada",https://www.countryheritagepark.com/
County of Prince Edward Public Library & Archives,"28 EAST STREETWELLINGTON, Ontario K0K 3L0 Canada",http://pecarchives.org/
Courtenay & District Museum and Palaeontology Centre,"207 4TH STREETCOURTENAY, British Columbia V9N 1G7 Canada",https://www.courtenaymuseum.ca/
Courthouse Museum (Cardston Historical Society),"89 3RD AVENUE WESTCARDSTON, Alberta T0K 0K0 Canada",http://www.cardstonhistoricalsociety.org/
Cowichan Bay Maritime Centre,"1761 COWICHAN BAY ROADCOWICHAN BAY, British Columbia V0R 1N0 Canada",https://www.classicboats.org/
Cowichan Valley Museum & Archives,"130 CANADA AVENUEDUNCAN, British Columbia V9L 3Y2 Canada",https://www.cowichanvalleymuseum.bc.ca/
Craft Council of Newfoundland & Labrador,"275 DUCKWORTH STREETST. JOHN'S, Newfoundland & Labrador A1C 1G9 Canada",https://www.craftcouncilnl.ca/
Craft Ontario,"1106 QUEEN STREET WESTTORONTO, Ontario M6J 1H9 Canada",https://www.craftontario.com/
Craigdarroch Castle Historical Museum Society,"1050 JOAN CRESCENTVICTORIA, British Columbia V8S 3L5 Canada",https://thecastle.ca
Craigflower Manor Heritage Site,"110 ISLAND HIGHWAYVICTORIA, British Columbia V9B 1E3 Canada",https://www.pc.gc.ca/apps/dfhd/page_nhs_eng.aspx?id=94
Craigleith Heritage Depot,"113 LAKESHORE ROAD EASTBLUE MOUNTAINS, Ontario L9Y 0N1 Canada",https://www.thebluemountainslibrary.ca/museum.cfm
"Craik Museum, Community Archives & Oral History Society Inc.","541 PARKS ROADCRAIK, Saskatchewan S0G 0V0 Canada",https://craik.ca/web/community/organizations/craik-museum-and-oral-history-society/
Cranbrook History Centre,"57 VAN HORNE STREET SOUTHCRANBROOK, British Columbia V1C 1Y7 Canada",https://www.cranbrookhistorycentre.com/
Creamery Square Heritage Society,"39 CREAMERY ROADTATAMAGOUCHE, Nova Scotia B0K 1V0 Canada",https://www.creamerysquare.ca/
Creston and District Museum and Archives,"219 DEVON STREETCRESTON, British Columbia V0B 1G3 Canada",http://www.crestonmuseum.ca/
Creston Valley Wildlife Management Area,"1874 WILDLIFE ROAD WESTCRESTON, British Columbia V0B 1G0 Canada",https://www.crestonwildlife.ca/
Cristoforo Colombo Lodge Archives,"584 ROSSLAND AVENUETRAIL, British Columbia V1R 3M8 Canada",https://sites.google.com/site/colombolodgetrail/home
Cronquist House (Red Deer Cultural Heritage Society),"4-4707 FOUNTAIN DRIVERED DEER, Alberta T4N 6Z8 Canada",https://www.rdchs.com/index.php?option=com_content&view=article&id=12&Itemid=107
Crossroads Museum,"312 1ST AVENUE EASTOYEN, Alberta T0J 2J0 Canada",https://www.travelalberta.com/ca/listings/crossroads-museum-12761/
Crow's Nest Military Artifacts Association Inc.,"Crows Nest Officers Club ST. JOHN'S, Newfoundland & Labrador A1B 4J9 Canada",https://crowsnestnl.ca/artifacts-association-2/
Crow's Nest Museum (Crowsnest Historical Society),"7701 18TH AVENUECOLEMAN, Alberta K0M 0M0 Canada",https://www.crowsnestmuseum.ca/
Crowsnest Pass Ecomuseum Trust Society,"2802 222 STREETBELLEVUE, Alberta T0K 0C0 Canada",https://411.ca/business/profile/12354767
Culture Division | City of Hamilton,"71 MAIN STREET WESTHAMILTON, Ontario L8P 4Y5 Canada",https://www.hamilton.ca/attractions/culture
Culture et Patrimoine Deschambault-Grondines,"117, RUE SAINT-JOSEPHDESCHAMBAULT-GRONDINES, Quebec G0A 1S0 Canada",http://www.culture-patrimoine-deschambault-grondines.ca/organisme.php
Cumberland County Museum & Archives,"150 CHURCH STREETAMHERST, Nova Scotia B4H 3C4 Canada",https://cumberlandmuseumsociety.ca/
Cumberland Heritage Village Museum,"2940 OLD MONTREAL ROADCUMBERLAND, Ontario K4C 1E6 Canada",https://ottawa.ca/en/arts-heritage-and-events/museums-and-historic-sites/cumberland-heritage-village-museum
Cumberland House Provincial Historic Park,"ROAD 123, CUMBERLAND HOUSEREGINA, Saskatchewan S4S 5W6 Canada",https://www.tourismsaskatchewan.com/listings/1421/cumberland-house-provincial-historic-park
Cumberland Museum and Archives and Collections,"2680 DUNSMUIR AVENUECUMBERLAND, British Columbia V0R 1S0 Canada",http://www.cumberlandmuseum.ca/
Cumberland Township Historical Society,"OTTAWA PUBLIC LIBRARY, 1599 TENTH LINE ROADOTTAWA, Ontario K1E 3E8 Canada",https://cths.ca/
Cupar & District Heritage Museum,"307 ABERDEEN STREETCUPAR, Saskatchewan S0G 0Y0 Canada",https://townofcupar.com/pages/museum.php
Cupids Legacy Centre (Cupids Historical Society),"368 SEAFOREST DRIVECUPIDS, Newfoundland & Labrador A0A 2B0 Canada",https://cupidslegacycentre.ca/
Curatorial Centre Corporate Office | Western Development Museum (Saskatoon),"2935 LORNE AVENUESASKATOON, Saskatchewan S7J 0S5 Canada",https://wdm.ca/corporate-office/
Currahee Military Museum,"RIVER VALLEY ROAD NORTHVIRDEN, Manitoba R0M 2C0 Canada",http://www.museumsmanitoba.com/en/find-a-museum-by-region/details/20
Currie House Museum,"110 CURRIE LANEFREDERICTON, New Brunswick E5L 1X7 Canada",https://mynewbrunswick.ca/currie-house-museum/
Curve Lake First Nation Cultural Centre,"1024 MISSISSAUGA STREETCURVE LAKE, Ontario K0L 1R0 Canada",https://www.curvelakefirstnation.ca/tourism-culture/cultural-centre/
Cypress Hills Interprovincial Park,"HIGHWAY 21 SOUTHMAPLE CREEK, Saskatchewan S0N 1N0 Canada",http://www.cypresshills.com/
Dalhousie Art Gallery,"6101 UNIVERSITY AVENUEHALIFAX, Nova Scotia B3H 1W8 Canada",https://www.facebook.com/DalhousieArtGallery/
Dalhousie University Archives,"6225 UNIVERSITY AVENUE, 5TH FLOORHALIFAX, Nova Scotia B3H 4H8 Canada",https://libraries.dal.ca/find/university-archives/collectionsguide.html
Dalnavert Museum and Visitors' Centre,"61 CARLTON STREETWINNIPEG, Manitoba R3C 1N7 Canada",https://www.friendsofdalnavert.ca/
Daly House Museum,"122-18TH STREETBRANDON, Manitoba R7A 5A5 Canada",https://dalyhousemuseum.ca/
Dance Collection Danse,"1303 - 2 CARLTON STREETTORONTO, Ontario M5B 1J3 Canada",https://www.dcd.ca/
Daniel Weetaluktuk Museum and Cultural Transmission Centre,"INUKJUAK, Quebec J0M 1M0 Canada",https://www.quebecoriginal.com/en-gb/listing/things-to-do/heritage-sites-and-attractions/museums-and-historic-sites/daniel-weetaluktuk-memorial-museum-and-cultural-transmission-centre-1174817
Danish Canadian National Museum,"RANGE ROAD 31DICKSON, Alberta T0M 1V0 Canada",https://thedanishcanadianmuseum.com/
Dänojà Zho Cultural Centre (Tr'ondek Hwech'in First Nation),"1131 FRONT STREETDAWSON CITY, YK Y0B 1G0 Canada",https://www.trondek.ca/d%C3%A4noj%C3%A0-zho-cultural-centre
Darlingford School Heritage Museum,"197 BRADBURN STREETDARLINGFORD, Manitoba R0G 0L0 Canada",https://www.pembina.ca/m/darlingford/darlingford-school-heritage-museum
Dartmouth Heritage Museum,"26 NEWCASTLE STREETDARTMOUTH, Nova Scotia B2Y 3M5 Canada",https://www.dartmouthheritagemuseum.ns.ca/
Davenport Centre Heritage Hall at Bonnechere Park,"4024 ROUND LAKE ROADBONNECHERE, Ontario K0J 2A0 Canada",http://www.bonnecherepark.on.ca/
David Dunlap Observatory | City of Richmond Hill,"123 HILLSVIEW DRIVERICHMOND HILL, Ontario L4C 1T3 Canada",https://www.richmondhill.ca/en/david-dunlap-observatory.aspx
Dawson City Museum,"595 FIFTH AVENUEDAWSON CITY, YK Y0B 1G0 Canada",http://www.dawsonmuseum.ca/
Dawson Creek Art Gallery,"101 - 816 ALASKA AVENUEDAWSON CREEK, British Columbia V1G 4T6 Canada",http://dcartgallery.ca/
Debert Military Museum (Debert Military History Society),"35 ACADIA AVENUEDEBERT, Nova Scotia B0M 1G0 Canada",http://debertmilitaryhistorysociety.weebly.com/museum-exhibits.html
DeBolt & District Pioneer Museum Society,"VIRGINIA AVENUEDEBOLT, Alberta T0H 1B0 Canada",http://spiritofthepeace.ca/our-museums/debolt-and-district-pioneer-museum/
Deep Cove Heritage Society,"4360 GALLANT AVENUENORTH VANCOUVER, British Columbia V7G 1L2 Canada",https://deepcoveheritage.com/
Deep South Pioneer Museum,"504 GOVERNMENT ROADOGEMA, Saskatchewan S0C 1Y0 Canada",https://deepsouthpioneermuseum.ca/
Delhi Ontario Tobacco Museum and Heritage Centre,"200 TALBOT ROADDELHI, Ontario N4B 2A2 Canada",https://delhimuseum.ca/
Delta Heritage Society,"4918 DELTA STREETDELTA, British Columbia V4K 2V2 Canada",https://deltaheritagesociety.ca/
Denman Seniors & Museum Society,"1111 NORTHWEST ROADDENMAN ISLAND, British Columbia V0R 1T0 Canada",http://denmanactivitycentre.com/
DesBrisay Museum,"130 JUBILEE ROADBRIDGEWATER, Nova Scotia B4V 2A7 Canada",https://www.desbrisaymuseum.ca/
Devereaux House,"11494 TRAFALGAR ROADGEORGETOWN, Ontario L7G 3P8 Canada",https://www.devereauxhouse.ca/
Devil's Coulee Dinosaur & Heritage Museum,"300A COUNTY ROADWARNER, Alberta T0K 2L0 Canada",http://www.devilscoulee.com/
Dewberry Valley Museum,"22 CENTRE STREETDEWBERRY, Alberta T0B 1G0 Canada",http://www.villageofdewberry.ca/museum.html
Dickson Store Museum Society,"1928 2ND AVENUEDICKSON, Alberta T4G 0K8 Canada",http://www.dicksonstoremuseum.com/
Didsbury and District Museum,"2118 21 AVENUEDIDSBURY, Alberta T0M 0W0 Canada",http://www.didsburymuseum.ca/
Diefenbaker Canada Centre,"101 DIEFENBAKER PLACESASKATOON, Saskatchewan S7N 5B8 Canada",https://diefenbaker.usask.ca/
"Diefenbunker, Canada's Cold War Museum","3929 CARP ROADCARP, Ontario K0A 1L0 Canada",http://diefenbunker.ca/en/
Dinosaur Provincial Park,"48 KM NORTHEAST OF BROOKSPATRICIA, Alberta T0J 2K0 Canada",https://albertaparks.ca/parks/south/dinosaur-pp/
Diocese of Kootenay Archives (Anglican Church of Canada),"201-380 LEATHEAD ROADKELOWNA, British Columbia V1X 2H8 Canada",https://www.kootenayanglican.ca/archives
Diocese of Nova Scotia and Prince Edward Island Archives,"1340 CATHEDRAL LANEHALIFAX, Nova Scotia B3H 2Z1 Canada",https://www.nspeidiocese.ca/pages/diocesan-archives
Dionne Quints Museum,"181 OAK STREET WESTNORTH BAY, Ontario P1B 1W8 Canada",https://dionnequintshome.com/
Directorate of History and Heritage | Department of National Defence,"2429 HOLLY LANE PLAZAOTTAWA, Ontario K1A 0K2 Canada",https://www.canada.ca/en/department-national-defence/services/military-history/history-heritage.html
